# HOMER Peaks
# Peak finding parameters:
# tag directory = USF2_tags/
#
# total peaks = 20375
# peak size = 318
# peaks found using tags on both strands
# minimum distance between peaks = 636
# fragment length = 150
# genome size = 2000000000
# Total tags = 15985705.0
# Total tags in peaks = 1288648.0
# Approximate IP efficiency = 8.06%
# tags per bp = 0.007993
# expected tags per peak = 2.542
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 2.845597e-06
# FDR tag threshold = 13.0
# number of putative peaks = 40570
#
# input tag directory = INPUT_tags/
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 18904
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 1291
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks USF2_tags/ -style factor -i INPUT_tags/ -o USF2_peaks.txt
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr11-768	chr11	60890074	60890392	+	12.5	0.760	21.000000	20.0	1.5	13.04	4.96e-16	9.98	6.65e-14	0.97
chr11-828	chr11	62156899	62157217	+	12.5	0.909	20.000000	20.0	0.5	39.12	3.67e-25	14.16	1.07e-16	0.97
chr11-776	chr11	64875589	64875907	+	12.5	0.750	21.000000	20.0	3.1	6.52	1.22e-10	5.86	7.53e-10	0.97
chr11-778	chr11	65166052	65166370	+	12.5	0.760	21.000000	20.0	4.6	4.35	9.53e-08	4.83	1.77e-08	0.97
chr11-840	chr11	66299311	66299629	+	12.5	0.826	20.000000	20.0	2.0	9.78	9.64e-14	8.95	4.70e-13	0.97
chr11-841	chr11	66300637	66300955	+	12.5	0.826	20.000000	20.0	1.0	19.56	2.42e-19	8.34	1.66e-12	0.97
chr11-791	chr11	78034523	78034841	+	12.5	0.720	21.000000	20.0	4.1	4.89	1.46e-08	4.79	2.01e-08	0.97
chr11-847	chr11	78076274	78076592	+	12.5	0.826	20.000000	20.0	3.6	5.59	1.64e-09	4.14	2.02e-07	0.97
chr11-795	chr11	88367329	88367647	+	12.5	0.957	21.000000	20.0	3.1	6.52	1.22e-10	13.53	2.49e-16	0.97
chr11-712	chr11	93943571	93943889	+	12.5	0.960	23.000000	20.0	4.1	4.89	1.46e-08	16.46	6.39e-18	0.97
chr11-796	chr11	94201159	94201477	+	12.5	0.731	21.000000	20.0	2.0	9.78	9.64e-14	6.28	2.32e-10	0.97
chr11-742	chr11	94563889	94564207	+	12.5	0.815	22.000000	20.0	3.6	5.59	1.64e-09	10.68	1.94e-14	0.97
chr11-797	chr11	100633032	100633350	+	12.5	0.833	21.000000	20.0	4.6	4.35	9.53e-08	20.30	1.14e-19	0.97
chr11-849	chr11	102522396	102522714	+	12.5	0.786	20.000000	20.0	3.1	6.52	1.22e-10	9.51	1.58e-13	0.97
chr11-802	chr11	119831143	119831461	+	12.5	0.909	21.000000	20.0	2.6	7.82	5.15e-12	15.61	1.72e-17	0.97
chr11-860	chr11	129828449	129828767	+	12.5	0.773	20.000000	20.0	3.1	6.52	1.22e-10	11.28	7.23e-15	0.97
chr12-890	chr12	2638358	2638676	+	12.5	0.909	20.000000	20.0	4.6	4.35	9.53e-08	13.24	3.75e-16	0.97
chr12-891	chr12	5200528	5200846	+	12.5	0.826	20.000000	20.0	3.1	6.52	1.22e-10	16.46	6.39e-18	0.97
chr12-800	chr12	7645670	7645988	+	12.5	0.875	22.000000	20.0	2.0	9.78	9.64e-14	9.82	8.93e-14	0.97
chr12-841	chr12	12725294	12725612	+	12.5	0.786	21.000000	20.0	4.1	4.89	1.46e-08	6.41	1.63e-10	0.97
chr12-898	chr12	19068974	19069292	+	12.5	0.952	20.000000	20.0	1.0	19.56	2.42e-19	6.84	5.32e-11	0.97
chr12-844	chr12	23948947	23949265	+	12.5	0.741	21.000000	20.0	2.0	9.78	9.64e-14	4.03	3.05e-07	0.97
chr12-900	chr12	31820844	31821162	+	12.5	0.857	20.000000	20.0	4.6	4.35	9.53e-08	12.18	1.76e-15	0.97
chr12-847	chr12	43752305	43752623	+	12.5	0.833	21.000000	20.0	4.1	4.89	1.46e-08	10.32	3.63e-14	0.97
chr12-905	chr12	49839052	49839370	+	12.5	0.769	20.000000	20.0	3.1	6.52	1.22e-10	7.34	1.59e-11	0.97
chr12-849	chr12	53082475	53082793	+	12.5	0.826	21.000000	20.0	0.3	78.24	4.52e-31	4.87	1.55e-08	0.97
chr12-926	chr12	79547460	79547778	+	12.5	0.731	20.000000	20.0	4.6	4.35	9.53e-08	7.52	1.04e-11	0.97
chr12-927	chr12	88036369	88036687	+	12.5	0.708	20.000000	20.0	3.1	6.52	1.22e-10	6.21	2.76e-10	0.97
chr12-862	chr12	92485404	92485722	+	12.5	0.917	21.000000	20.0	2.0	9.78	9.64e-14	10.50	2.66e-14	0.97
chr12-928	chr12	92509387	92509705	+	12.5	0.826	20.000000	20.0	2.6	7.82	5.15e-12	9.82	8.93e-14	0.97
chr12-863	chr12	93977125	93977443	+	12.5	0.826	21.000000	20.0	2.6	7.82	5.15e-12	16.46	6.39e-18	0.97
chr12-868	chr12	103505600	103505918	+	12.5	0.913	21.000000	20.0	1.5	13.04	4.96e-16	13.84	1.64e-16	0.97
chr12-870	chr12	104293770	104294088	+	12.5	0.800	21.000000	20.0	2.0	9.78	9.64e-14	8.95	4.70e-13	0.97
chr12-934	chr12	108066864	108067182	+	12.5	0.818	20.000000	20.0	2.0	9.78	9.64e-14	14.50	6.89e-17	0.97
chr12-874	chr12	110872012	110872330	+	12.5	0.800	21.000000	20.0	2.6	7.82	5.15e-12	12.69	8.26e-16	0.97
chr12-939	chr12	113221687	113222005	+	12.5	0.917	20.000000	20.0	3.6	5.59	1.64e-09	5.80	8.84e-10	0.97
chr12-877	chr12	113688354	113688672	+	12.5	0.704	21.000000	20.0	2.0	9.78	9.64e-14	12.43	1.21e-15	0.97
chr12-940	chr12	115046847	115047165	+	12.5	0.864	20.000000	20.0	2.6	7.82	5.15e-12	8.58	1.01e-12	0.97
chr12-879	chr12	116421770	116422088	+	12.5	0.864	21.000000	20.0	2.0	9.78	9.64e-14	16.46	6.39e-18	0.97
chr12-880	chr12	119669940	119670258	+	12.5	0.731	21.000000	20.0	3.1	6.52	1.22e-10	5.49	2.23e-09	0.97
chr12-949	chr12	121737444	121737762	+	12.5	0.909	20.000000	20.0	1.0	19.56	2.42e-19	11.71	3.62e-15	0.97
chr12-883	chr12	122040516	122040834	+	12.5	0.846	21.000000	20.0	3.1	6.52	1.22e-10	11.49	5.13e-15	0.97
chr12-884	chr12	122942535	122942853	+	12.5	0.840	21.000000	20.0	3.6	5.59	1.64e-09	9.98	6.65e-14	0.97
chr12-888	chr12	124666179	124666497	+	12.5	0.833	21.000000	20.0	1.0	19.56	2.42e-19	5.34	3.46e-09	0.97
chr12-889	chr12	128440508	128440826	+	12.5	0.833	21.000000	20.0	4.6	4.35	9.53e-08	17.91	1.29e-18	0.97
chr12-836	chr12	129202521	129202839	+	12.5	0.833	22.000000	20.0	3.1	6.52	1.22e-10	13.53	2.49e-16	0.97
chr12-956	chr12	131285554	131285872	+	12.5	0.905	20.000000	20.0	1.5	13.04	4.96e-16	20.30	1.14e-19	0.97
chr13-273	chr13	21326045	21326363	+	12.5	0.833	21.000000	20.0	2.6	7.82	5.15e-12	12.18	1.76e-15	0.97
chr13-274	chr13	21849417	21849735	+	12.5	0.875	21.000000	20.0	3.1	6.52	1.22e-10	12.96	5.59e-16	0.97
chr13-306	chr13	32497250	32497568	+	12.5	0.792	20.000000	20.0	4.1	4.89	1.46e-08	8.01	3.39e-12	0.97
chr13-278	chr13	33208271	33208589	+	12.5	0.833	21.000000	20.0	4.1	4.89	1.46e-08	7.43	1.29e-11	0.97
chr13-307	chr13	38533795	38534113	+	12.5	0.857	20.000000	20.0	2.0	9.78	9.64e-14	20.30	1.14e-19	0.97
chr13-310	chr13	46142623	46142941	+	12.5	0.864	20.000000	20.0	4.6	4.35	9.53e-08	7.43	1.29e-11	0.97
chr13-311	chr13	46295536	46295854	+	12.5	0.870	20.000000	20.0	4.1	4.89	1.46e-08	12.96	5.59e-16	0.97
chr13-288	chr13	51250077	51250395	+	12.5	0.913	21.000000	20.0	1.5	13.04	4.96e-16	14.85	4.39e-17	0.97
chr13-262	chr13	51422544	51422862	+	12.5	0.692	22.000000	20.0	3.6	5.59	1.64e-09	7.71	6.69e-12	0.97
chr13-290	chr13	52348956	52349274	+	12.5	0.875	21.000000	20.0	3.6	5.59	1.64e-09	11.71	3.62e-15	0.97
chr13-318	chr13	100984366	100984684	+	12.5	0.952	20.000000	20.0	2.6	7.82	5.15e-12	12.69	8.26e-16	0.97
chr13-293	chr13	107650076	107650394	+	12.5	0.909	21.000000	20.0	3.1	6.52	1.22e-10	15.61	1.72e-17	0.97
chr14-698	chr14	19918035	19918353	+	12.5	0.840	22.000000	20.0	1.0	19.56	2.42e-19	9.37	2.09e-13	0.97
chr14-806	chr14	20878735	20879053	+	12.5	0.833	20.000000	20.0	2.6	7.82	5.15e-12	9.82	8.93e-14	0.97
chr14-699	chr14	21278618	21278936	+	12.5	0.815	22.000000	20.0	2.0	9.78	9.64e-14	7.71	6.69e-12	0.97
chr14-837	chr14	59265738	59266056	+	12.5	0.708	20.000000	20.0	2.6	7.82	5.15e-12	7.61	8.35e-12	0.97
chr14-783	chr14	60687585	60687903	+	12.5	0.826	21.000000	20.0	3.6	5.59	1.64e-09	7.52	1.04e-11	0.97
chr14-787	chr14	68507460	68507778	+	12.5	0.864	21.000000	20.0	2.6	7.82	5.15e-12	11.07	1.01e-14	0.97
chr14-839	chr14	68822274	68822592	+	12.5	0.720	20.000000	20.0	1.5	13.04	4.96e-16	4.26	1.31e-07	0.97
chr14-841	chr14	74302794	74303112	+	12.5	0.720	20.000000	20.0	4.1	4.89	1.46e-08	10.32	3.63e-14	0.97
chr14-843	chr14	75341045	75341363	+	12.5	0.818	20.000000	20.0	3.6	5.59	1.64e-09	13.84	1.64e-16	0.97
chr14-742	chr14	75610838	75611156	+	12.5	0.870	22.000000	20.0	2.6	7.82	5.15e-12	8.70	7.88e-13	0.97
chr14-797	chr14	88365021	88365339	+	12.5	0.917	21.000000	20.0	0.3	78.24	4.52e-31	10.87	1.41e-14	0.97
chr14-798	chr14	89658569	89658887	+	12.5	0.778	21.000000	20.0	1.0	19.56	2.42e-19	7.91	4.27e-12	0.97
chr14-799	chr14	89911709	89912027	+	12.5	0.714	21.000000	20.0	4.6	4.35	9.53e-08	6.62	9.41e-11	0.97
chr14-853	chr14	100606917	100607235	+	12.5	0.955	20.000000	20.0	1.5	13.04	4.96e-16	14.85	4.39e-17	0.97
chr14-855	chr14	101040500	101040818	+	12.5	0.667	20.000000	20.0	3.1	6.52	1.22e-10	12.96	5.59e-16	0.97
chr15-470	chr15	35545836	35546154	+	12.5	0.679	20.000000	20.0	3.1	6.52	1.22e-10	7.61	8.35e-12	0.97
chr15-471	chr15	40051805	40052123	+	12.5	0.864	20.000000	20.0	1.5	13.04	4.96e-16	9.51	1.58e-13	0.97
chr15-440	chr15	42911356	42911674	+	12.5	0.808	21.000000	20.0	3.6	5.59	1.64e-09	10.87	1.41e-14	0.97
chr15-483	chr15	62228854	62229172	+	12.5	0.826	20.000000	20.0	4.1	4.89	1.46e-08	13.24	3.75e-16	0.97
chr15-444	chr15	62570077	62570395	+	12.5	0.731	21.000000	20.0	4.1	4.89	1.46e-08	8.83	6.10e-13	0.97
chr15-484	chr15	65414265	65414583	+	12.5	0.818	20.000000	20.0	3.6	5.59	1.64e-09	9.67	1.19e-13	0.97
chr15-449	chr15	65421469	65421787	+	12.5	0.760	21.000000	20.0	3.1	6.52	1.22e-10	8.70	7.88e-13	0.97
chr15-451	chr15	68253091	68253409	+	12.5	0.840	21.000000	20.0	3.1	6.52	1.22e-10	11.07	1.01e-14	0.97
chr15-487	chr15	68789164	68789482	+	12.5	0.909	20.000000	20.0	3.6	5.59	1.64e-09	6.84	5.32e-11	0.97
chr15-488	chr15	68816217	68816535	+	12.5	0.760	20.000000	20.0	4.6	4.35	9.53e-08	5.80	8.84e-10	0.97
chr15-494	chr15	79378418	79378736	+	12.5	0.870	20.000000	20.0	4.1	4.89	1.46e-08	8.95	4.70e-13	0.97
chr15-427	chr15	81744401	81744719	+	12.5	0.923	22.000000	20.0	1.5	13.04	4.96e-16	13.84	1.64e-16	0.97
chr15-428	chr15	82040887	82041205	+	12.5	0.800	22.000000	20.0	4.6	4.35	9.53e-08	9.23	2.75e-13	0.97
chr15-400	chr15	88884633	88884951	+	12.5	0.862	23.000000	20.0	3.6	5.59	1.64e-09	16.02	1.06e-17	0.97
chr15-459	chr15	89351569	89351887	+	12.5	0.846	21.000000	20.0	1.5	13.04	4.96e-16	17.40	2.24e-18	0.97
chr15-500	chr15	100002250	100002568	+	12.5	0.905	20.000000	20.0	2.6	7.82	5.15e-12	19.03	4.09e-19	0.97
chr15-503	chr15	101653003	101653321	+	12.5	0.833	20.000000	20.0	4.1	4.89	1.46e-08	7.08	2.94e-11	0.97
chr16-1309	chr16	1158523	1158841	+	12.5	0.864	20.000000	20.0	2.0	9.78	9.64e-14	4.38	8.43e-08	0.97
chr16-1311	chr16	7266177	7266495	+	12.5	0.864	20.000000	20.0	3.1	6.52	1.22e-10	7.71	6.69e-12	0.97
chr16-1314	chr16	9545651	9545969	+	12.5	0.760	20.000000	20.0	2.6	7.82	5.15e-12	6.21	2.76e-10	0.97
chr16-1169	chr16	10968466	10968784	+	12.5	0.741	22.000000	20.0	3.6	5.59	1.64e-09	4.79	2.01e-08	0.97
chr16-1252	chr16	14419847	14420165	+	12.5	0.800	21.000000	20.0	4.6	4.35	9.53e-08	5.59	1.65e-09	0.97
chr16-1185	chr16	27238288	27238606	+	12.5	0.880	22.000000	20.0	4.6	4.35	9.53e-08	7.25	1.96e-11	0.97
chr16-1262	chr16	27641302	27641620	+	12.5	0.800	21.000000	20.0	4.6	4.35	9.53e-08	7.25	1.96e-11	0.97
chr16-1330	chr16	28295223	28295541	+	12.5	0.864	20.000000	20.0	4.1	4.89	1.46e-08	7.43	1.29e-11	0.97
chr16-1263	chr16	28615694	28616012	+	12.5	0.778	21.000000	20.0	2.0	9.78	9.64e-14	6.15	3.28e-10	0.97
chr16-1266	chr16	30568303	30568621	+	12.5	0.773	21.000000	20.0	2.6	7.82	5.15e-12	4.54	4.73e-08	0.97
chr16-1344	chr16	48384609	48384927	+	12.5	0.826	20.000000	20.0	3.1	6.52	1.22e-10	4.83	1.77e-08	0.97
chr16-1348	chr16	51756384	51756702	+	12.5	0.792	20.000000	20.0	3.6	5.59	1.64e-09	10.87	1.41e-14	0.97
chr16-1201	chr16	54423819	54424137	+	12.5	0.800	22.000000	20.0	2.0	9.78	9.64e-14	5.74	1.04e-09	0.97
chr16-1355	chr16	57564894	57565212	+	12.5	0.864	20.000000	20.0	3.6	5.59	1.64e-09	8.83	6.10e-13	0.97
chr16-1273	chr16	61148959	61149277	+	12.5	0.760	21.000000	20.0	4.6	4.35	9.53e-08	11.49	5.13e-15	0.97
chr16-1280	chr16	71394000	71394318	+	12.5	0.760	21.000000	20.0	1.5	13.04	4.96e-16	10.32	3.63e-14	0.97
chr16-1282	chr16	73023858	73024176	+	12.5	0.769	21.000000	20.0	4.1	4.89	1.46e-08	4.51	5.32e-08	0.97
chr16-1287	chr16	77781646	77781964	+	12.5	0.652	21.000000	20.0	4.1	4.89	1.46e-08	7.52	1.04e-11	0.97
chr16-1214	chr16	79386321	79386639	+	12.5	0.750	22.000000	20.0	3.6	5.59	1.64e-09	7.81	5.35e-12	0.97
chr16-1364	chr16	80826583	80826901	+	12.5	0.870	20.000000	20.0	2.6	7.82	5.15e-12	5.64	1.41e-09	0.97
chr16-1291	chr16	82067033	82067351	+	12.5	0.739	21.000000	20.0	4.6	4.35	9.53e-08	5.03	9.18e-09	0.97
chr16-1293	chr16	84475693	84476011	+	12.5	0.769	21.000000	20.0	4.1	4.89	1.46e-08	7.61	8.35e-12	0.97
chr16-1294	chr16	84833668	84833986	+	12.5	0.769	21.000000	20.0	3.6	5.59	1.64e-09	11.28	7.23e-15	0.97
chr16-1370	chr16	85118419	85118737	+	12.5	0.783	20.000000	20.0	1.0	19.56	2.42e-19	6.21	2.76e-10	0.97
chr16-1371	chr16	85847996	85848314	+	12.5	0.679	20.000000	20.0	4.6	4.35	9.53e-08	4.76	2.28e-08	0.97
chr16-1372	chr16	85939046	85939364	+	12.5	0.720	20.000000	20.0	3.6	5.59	1.64e-09	7.34	1.59e-11	0.97
chr16-1373	chr16	86604434	86604752	+	12.5	0.826	20.000000	20.0	1.5	13.04	4.96e-16	9.51	1.58e-13	0.97
chr16-1375	chr16	87355738	87356056	+	12.5	0.739	20.000000	20.0	4.1	4.89	1.46e-08	5.86	7.53e-10	0.97
chr16-1380	chr16	88583308	88583626	+	12.5	0.857	20.000000	20.0	1.5	13.04	4.96e-16	8.70	7.88e-13	0.97
chr16-1225	chr16	88737409	88737727	+	12.5	0.769	22.000000	20.0	4.1	4.89	1.46e-08	9.37	2.09e-13	0.97
chr16-1381	chr16	88934901	88935219	+	12.5	0.857	20.000000	20.0	4.6	4.35	9.53e-08	8.34	1.66e-12	0.97
chr16-1305	chr16	89246401	89246719	+	12.5	0.643	21.000000	20.0	4.6	4.35	9.53e-08	5.30	4.00e-09	0.97
chr17-1242	chr17	2545338	2545656	+	12.5	0.708	21.000000	20.0	4.6	4.35	9.53e-08	10.87	1.41e-14	0.97
chr17-1329	chr17	10757044	10757362	+	12.5	0.909	20.000000	20.0	3.6	5.59	1.64e-09	12.69	8.26e-16	0.97
chr17-1254	chr17	31393387	31393705	+	12.5	0.870	21.000000	20.0	2.0	9.78	9.64e-14	11.71	3.62e-15	0.97
chr17-1334	chr17	32925635	32925953	+	12.5	0.692	20.000000	20.0	2.6	7.82	5.15e-12	8.01	3.39e-12	0.97
chr17-1268	chr17	50727200	50727518	+	12.5	0.654	21.000000	20.0	1.0	19.56	2.42e-19	5.74	1.04e-09	0.97
chr17-1272	chr17	55117331	55117649	+	12.5	0.852	21.000000	20.0	2.0	9.78	9.64e-14	7.16	2.40e-11	0.97
chr17-1274	chr17	56762253	56762571	+	12.5	0.759	21.000000	20.0	3.6	5.59	1.64e-09	7.81	5.35e-12	0.97
chr17-1361	chr17	57542492	57542810	+	12.5	0.773	20.000000	20.0	3.1	6.52	1.22e-10	5.12	7.00e-09	0.97
chr17-1370	chr17	60541626	60541944	+	12.5	0.870	20.000000	20.0	3.6	5.59	1.64e-09	4.32	1.05e-07	0.97
chr17-1292	chr17	72682627	72682945	+	12.5	0.846	21.000000	20.0	2.6	7.82	5.15e-12	4.17	1.81e-07	0.97
chr17-1295	chr17	74840949	74841267	+	12.5	0.783	21.000000	20.0	3.6	5.59	1.64e-09	8.95	4.70e-13	0.97
chr17-1223	chr17	75079510	75079828	+	12.5	0.710	22.000000	20.0	3.6	5.59	1.64e-09	4.26	1.31e-07	0.97
chr17-1398	chr17	76980465	76980783	+	12.5	0.952	20.000000	20.0	2.0	9.78	9.64e-14	9.82	8.93e-14	0.97
chr17-1310	chr17	79926115	79926433	+	12.5	0.643	21.000000	20.0	3.1	6.52	1.22e-10	4.32	1.05e-07	0.97
chr17-1406	chr17	83205775	83206093	+	12.5	0.773	20.000000	20.0	0.5	39.12	3.67e-25	10.87	1.41e-14	0.97
chr18-284	chr18	24601662	24601980	+	12.5	0.750	21.000000	20.0	1.5	13.04	4.96e-16	14.50	6.89e-17	0.97
chr18-285	chr18	25815097	25815415	+	12.5	0.913	21.000000	20.0	4.6	4.35	9.53e-08	19.64	2.24e-19	0.97
chr18-288	chr18	32878750	32879068	+	12.5	0.909	21.000000	20.0	1.5	13.04	4.96e-16	13.84	1.64e-16	0.97
chr18-309	chr18	42112928	42113246	+	12.5	0.783	20.000000	20.0	2.6	7.82	5.15e-12	9.51	1.58e-13	0.97
chr18-291	chr18	45009774	45010092	+	12.5	0.800	21.000000	20.0	1.0	19.56	2.42e-19	13.84	1.64e-16	0.97
chr18-311	chr18	48512473	48512791	+	12.5	0.875	20.000000	20.0	3.1	6.52	1.22e-10	12.18	1.76e-15	0.97
chr18-276	chr18	49585870	49586188	+	12.5	0.690	22.000000	20.0	4.6	4.35	9.53e-08	11.28	7.23e-15	0.97
chr18-295	chr18	58676324	58676642	+	12.5	0.846	21.000000	20.0	1.5	13.04	4.96e-16	8.23	2.11e-12	0.97
chr18-318	chr18	62741339	62741657	+	12.5	0.783	20.000000	20.0	3.6	5.59	1.64e-09	7.81	5.35e-12	0.97
chr19-956	chr19	288578	288896	+	12.5	0.808	21.000000	20.0	4.6	4.35	9.53e-08	10.87	1.41e-14	0.97
chr19-1009	chr19	712169	712487	+	12.5	0.762	20.000000	20.0	3.1	6.52	1.22e-10	12.96	5.59e-16	0.97
chr19-1011	chr19	893242	893560	+	12.5	0.750	20.000000	20.0	3.1	6.52	1.22e-10	10.87	1.41e-14	0.97
chr19-1016	chr19	1847649	1847967	+	12.5	0.870	20.000000	20.0	2.0	9.78	9.64e-14	8.83	6.10e-13	0.97
chr19-1017	chr19	2871744	2872062	+	12.5	0.773	20.000000	20.0	2.0	9.78	9.64e-14	5.86	7.53e-10	0.97
chr19-1022	chr19	4541145	4541463	+	12.5	0.704	20.000000	20.0	3.6	5.59	1.64e-09	6.28	2.32e-10	0.97
chr19-1024	chr19	6313374	6313692	+	12.5	0.857	20.000000	20.0	3.1	6.52	1.22e-10	19.03	4.09e-19	0.97
chr19-1029	chr19	8211773	8212091	+	12.5	0.833	20.000000	20.0	3.6	5.59	1.64e-09	6.48	1.36e-10	0.97
chr19-921	chr19	11892598	11892916	+	12.5	0.833	22.000000	20.0	3.6	5.59	1.64e-09	5.69	1.21e-09	0.97
chr19-922	chr19	12597277	12597595	+	12.5	0.769	22.000000	20.0	1.0	19.56	2.42e-19	11.07	1.01e-14	0.97
chr19-893	chr19	13096535	13096853	+	12.5	0.778	23.000000	20.0	2.6	7.82	5.15e-12	9.09	3.60e-13	0.97
chr19-982	chr19	13629874	13630192	+	12.5	0.875	21.000000	20.0	3.6	5.59	1.64e-09	12.18	1.76e-15	0.97
chr19-931	chr19	19176972	19177290	+	12.5	0.833	22.000000	20.0	1.5	13.04	4.96e-16	8.58	1.01e-12	0.97
chr19-991	chr19	41351521	41351839	+	12.5	0.833	21.000000	20.0	3.6	5.59	1.64e-09	10.15	4.93e-14	0.97
chr19-1004	chr19	49118854	49119172	+	12.5	0.677	21.000000	20.0	4.6	4.35	9.53e-08	5.54	1.92e-09	0.97
chr19-1067	chr19	50084033	50084351	+	12.5	0.952	20.000000	20.0	3.6	5.59	1.64e-09	21.75	3.07e-20	0.97
chr19-1005	chr19	50511171	50511489	+	12.5	0.875	21.000000	20.0	3.1	6.52	1.22e-10	9.37	2.09e-13	0.97
chr19-1070	chr19	51168852	51169170	+	12.5	0.909	20.000000	20.0	1.0	19.56	2.42e-19	11.07	1.01e-14	0.97
chr20-1299	chr20	2797414	2797732	+	12.5	0.920	21.000000	20.0	3.1	6.52	1.22e-10	6.03	4.60e-10	0.97
chr20-1142	chr20	11347952	11348270	+	12.5	0.815	23.000000	20.0	4.1	4.89	1.46e-08	7.08	2.94e-11	0.97
chr20-1312	chr20	11748501	11748819	+	12.5	0.760	21.000000	20.0	3.6	5.59	1.64e-09	9.98	6.65e-14	0.97
chr20-1314	chr20	13285496	13285814	+	12.5	0.870	21.000000	20.0	4.1	4.89	1.46e-08	6.03	4.60e-10	0.97
chr20-1319	chr20	18319634	18319952	+	12.5	0.769	21.000000	20.0	3.1	6.52	1.22e-10	4.68	2.92e-08	0.97
chr20-1411	chr20	18738076	18738394	+	12.5	0.773	20.000000	20.0	4.1	4.89	1.46e-08	6.62	9.41e-11	0.97
chr20-1230	chr20	24868627	24868945	+	12.5	0.826	22.000000	20.0	4.6	4.35	9.53e-08	6.55	1.13e-10	0.97
chr20-1420	chr20	32369040	32369358	+	12.5	0.760	20.000000	20.0	4.6	4.35	9.53e-08	4.14	2.02e-07	0.97
chr20-1423	chr20	33695646	33695964	+	12.5	0.857	20.000000	20.0	4.6	4.35	9.53e-08	6.34	1.95e-10	0.97
chr20-1241	chr20	37152338	37152656	+	12.5	0.640	22.000000	20.0	4.1	4.89	1.46e-08	5.39	3.00e-09	0.97
chr20-1252	chr20	46109439	46109757	+	12.5	0.840	22.000000	20.0	3.1	6.52	1.22e-10	6.77	6.45e-11	0.97
chr20-1457	chr20	48119351	48119669	+	12.5	0.720	20.000000	20.0	2.0	9.78	9.64e-14	5.44	2.59e-09	0.97
chr20-1372	chr20	51189183	51189501	+	12.5	0.679	21.000000	20.0	3.1	6.52	1.22e-10	4.51	5.32e-08	0.97
chr20-1377	chr20	54089366	54089684	+	12.5	0.870	21.000000	20.0	2.0	9.78	9.64e-14	4.61	3.72e-08	0.97
chr20-1378	chr20	54512903	54513221	+	12.5	0.567	21.000000	20.0	2.0	9.78	9.64e-14	6.48	1.36e-10	0.97
chr20-1285	chr20	56972336	56972654	+	12.5	0.808	22.000000	20.0	3.1	6.52	1.22e-10	8.12	2.68e-12	0.97
chr20-1383	chr20	59707888	59708206	+	12.5	0.885	21.000000	20.0	2.0	9.78	9.64e-14	8.12	2.68e-12	0.97
chr20-1384	chr20	60254850	60255168	+	12.5	0.692	21.000000	20.0	3.6	5.59	1.64e-09	6.62	9.41e-11	0.97
chr20-1385	chr20	61069574	61069892	+	12.5	0.917	21.000000	20.0	4.6	4.35	9.53e-08	7.16	2.40e-11	0.97
chr20-1486	chr20	63185235	63185553	+	12.5	0.607	20.000000	20.0	3.6	5.59	1.64e-09	5.25	4.61e-09	0.97
chr21-198	chr21	33011465	33011783	+	12.5	0.792	22.000000	20.0	3.6	5.59	1.64e-09	11.94	2.53e-15	0.97
chr21-211	chr21	33174730	33175048	+	12.5	0.760	20.000000	20.0	1.5	13.04	4.96e-16	10.15	4.93e-14	0.97
chr21-212	chr21	35205174	35205492	+	12.5	0.783	20.000000	20.0	2.0	9.78	9.64e-14	15.22	2.77e-17	0.97
chr21-213	chr21	36155703	36156021	+	12.5	0.741	20.000000	20.0	3.1	6.52	1.22e-10	8.95	4.70e-13	0.97
chr22-467	chr22	21719061	21719379	+	12.5	0.909	21.000000	20.0	3.6	5.59	1.64e-09	15.61	1.72e-17	0.97
chr22-468	chr22	23179514	23179832	+	12.5	0.769	21.000000	20.0	4.1	4.89	1.46e-08	5.86	7.53e-10	0.97
chr22-428	chr22	29727258	29727576	+	12.5	0.833	23.000000	20.0	4.6	4.35	9.53e-08	15.22	2.77e-17	0.97
chr22-476	chr22	35399838	35400156	+	12.5	0.852	21.000000	20.0	4.6	4.35	9.53e-08	8.01	3.39e-12	0.97
chr22-503	chr22	37167942	37168260	+	12.5	0.696	20.000000	20.0	1.0	19.56	2.42e-19	8.70	7.88e-13	0.97
chr22-509	chr22	39723867	39724185	+	12.5	0.857	20.000000	20.0	2.6	7.82	5.15e-12	14.50	6.89e-17	0.97
chr22-458	chr22	41792361	41792679	+	12.5	0.880	22.000000	20.0	2.6	7.82	5.15e-12	9.51	1.58e-13	0.97
chr22-483	chr22	43206725	43207043	+	12.5	0.913	21.000000	20.0	3.6	5.59	1.64e-09	13.53	2.49e-16	0.97
chr22-484	chr22	43820866	43821184	+	12.5	0.909	21.000000	20.0	2.0	9.78	9.64e-14	9.98	6.65e-14	0.97
